01ca5536abc5e0992c8e12ab57e93f567cb6608c6ebc1f403891b78a5fe75459,221,4.0
056ccc0e6e0230628e25e89260b7817794461e5eaac8a6b56b48d34f0f59183f,221,2.5
068f977b10a8681ca0654034ec6b127e4bcc4e27be177a0462e6fbcf1c181deb,221,9.0
0801e50a779364d971be9f009ca662eb4c424eb82006b4a94b9925ef5fcca0c2,221,5.0
08f8f44ab30d7e1edc9122bc95eae738da1479507f0e46c44c5282f95c945879,221,9.0
09cf7d157aa098587a875acc07a5fda0f663fd9e1f7440bc6ea737de13c50e94,221,3.0
0d4827cbd39f2e86f15151ef92c8e92ed7ce84ae45a36db4df56580dd3f2e6ec,221,3.0
0e32142e4a60cb30068b8069afe6559eead5cde35e6b59dac2f89f19b4df3f93,221,4.0
0f7683b5e677736d9e82077f7e9f6ed6bd83873f47d51faa14e08126b6f60baf,221,3.0
10e77342a277861ba7cb976eae7c0ed57c40802294df6688a05a5330cf9b7f74,221,4.5
13b968027c223421411987b5e9343c06bd21986e4d519d2d41ceee33d7f0cb01,221,9.0
14a8414bee7800eca9f25e4b7b344a69d7633a3680430482fca9c39404c891c0,221,1.0
153a870471e4baf8539f2ce59a80f782bf12583af08aeb8d5ff07b9074e30d10,221,4.0
1606bb3a88d3ae9d76adfa0d7a0c9b42d93bfd72fda4b8333c49f8c35e519b45,221,2.0
1616acee3221dc34a72c45b49236814803dcf3cb22f6c40a69b61ec74904cec6,221,9.0
17e95be48206c6da11a685149ba24cd2192648acd1aff63203188b00dea51dc9,221,4.0
192203fbb8ca65221c341775150ec7be3c3e72c35f299b6d32055a09b224bcc0,221,2.0
1cb240af1826c4418bd0ed5e4a9ef6a12c6123361ed54054b6b7abf35741201a,221,3.0
1ef58abe3536abec5e4a11ecabf53f6d0b18732dcbc3a7263b139bca66668942,221,6.25
206155dc5095cafca1c0319645852aaddb5881fa028a703eb673e8c160cd5985,221,9.0
228b6edeb725750df24412d509aafac9d71cbef75380dd03ec12f113a9ef1d4c,221,9.0
24c0f98368d52f3a8b250dde9601d77c92418ceae7f07151992648b34367f787,221,5.0
264a3451566310246a41945bdec828adb92a8a55560ee4eac8679f0b19a7dfb7,221,9.0
295d5d570fc48c9cc6c4aeb1cfe7c3a38ac802012b814340885b4b9034c73d19,221,6.0
298dddc0e516e7a1e409de1a91bc07ff9f312a6194fd16d51c99e2257d1b67fc,221,2.0
2a91c78eace1b52a64ee442242c98074c6eb08f8274b509b25bddffe0d83f2b4,221,3.0
366a50d20f5afdb90514c1ff50c0dfcf158007b9e2e582d7a4a8e408b9fd4bd2,221,2.5
36a4cf7a9480bc7e843f52085ebc150043c711a22b99bcdbf1942ad2af7e52ae,221,6.0
38063efb355e57babfff325bb5a193a9bb1a1b3db06cf7e3ca234b530c32e8e5,221,9.0
381b4683115d9722150ed75141b2fb887042744fc017368e51fcb3d90c0d589c,221,7.0
38c251af3a688f6be3b3c63a5d09a416e55e8a2dc01e16f01488b29a1d7bc542,221,4.0
38d82cac49755fff51799cab26cf91ed7991fe276fc7750ff72f0bef848e4f13,221,4.5
3d53a34d5144644cd17da535b8709bf534ee9f8c14ca3b75d7199b54a29315b1,221,4.0
3dfefb729dd4810d2ea70bce2447a80a09ec92b7bf874b24947a16c8f4619033,221,1.5
41dda2806f1aecadde22eb6c00f21d1a41a1dcd8356a5fa20b32523b5a4e5666,221,6.0
427dc6b28d727fd9137c55ad0d9ee617642fb8b17c5bdaa61e57af6b7c1d2983,221,1.0
430073f22654f6ec57bdb69e555355414105d0c11f31650a80dad9a518ecd5d5,221,7.0
43015974eaa3408f53ef825bb02b22c5d92bde234967d6b0385f9075e0a125f8,221,8.0
45944d0156f1468b38ed630b500d7ed256e73d95dec9868ef73654c015e472ae,221,9.0
47ca5d8a6fac3497e17977e3b4fcefb8c7a8638d29e27a975f194e02c46326c8,221,8.0
491d3a5cb0f447f310d97d365dfd49cc7a3b247c481ef59016319155ca79aaaf,221,4.0
4cea73023dbdfe8a85af2e3a894c71b90452853fb38f1ff6b6c2d3cad969f4b1,221,7.0
4fac84a0d51c1bb6de47e19328159993ab3377a93b577160b20e34ec6f97b8a6,221,5.5
523e314c60326645ce2fe6c7fe615bd1abeaf2aea17b26d5965c9e6350481779,221,4.0
54bcf335ffef8f3268a23588b9a0814aef114fab05ed2fca9a22eae684a6efdc,221,8.0
550cf383001101d860e9bd93eae9ed990a6ca621411dba47391d8a9eae80493e,221,7.0
598e25b4d636e88995ae54ed27da92298945b002859c83cd09ca17614159791a,221,6.0
5ba1c5c41fbd20a6035cb1dbe873a55265f20846ad6c7278d459a5850ad0a8d1,221,9.0
5d4732e809c1d33977d639127a9bd2b07fc519a1e6ab627e3b4db5e2e5187f46,221,4.0
5dd41754467357a7f906aaf6ec9f8b3ca135ea7b8ac15e084f5d0760cc449e79,221,4.0
6215e1f7245e2cd252c7cff9be3f4be114d3930a894e13af48be8cb7a24dded5,221,2.0
6261f05956fe4c7b2a2e50e7b21825aaab51bbc6fd58981d8cae0b9c07eacf5f,221,8.0
6632500673f6453e7e55ab69f82809225b75907ae014010f793dbef38daf2c11,221,5.0
675cf76fb14db8a2f9b8a9458a2868f354ed1e17a640830d0caa08be2d307ea2,221,2.0
678b24e5b1c525b8818f5f8c90abf44454f7cf861e895f0ab32396b077f596b3,221,4.0
689b8c287b0e73ac6cdebb5361b8c0b9d58c653152893955b6c3114f5926381d,221,7.0
6a63cad90839b940d0c88f0db312fa99c6c1adc102476967bf9d98421c3a2105,221,5.0
6b39ee20b0b6ff94596ec0b94528c001f71470ba5d61f38580d10a28229caf79,221,2.0
6bffbbfc7bfcae5e2c2b69a9455fd4196311c947c20e64a5815d00b66ff2a95d,221,2.0
6fd7d6ec0c94b7f9486bcb5863368af360fba38af65d2c4483cc0012f7f01101,221,9.0
